"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"6769613b-fe3b-4bb7-a75a-0c80cbb86820","China_output060_text.txt","Peking","char-offset:635","PLACE","http://sws.geonames.org/1816670","Beijing","","39.9075","116.39723","","VERIFIED","journey_nieuhof_04","| Adroddodd Pennant sut y derbyniwyd y llysgenhadon o'r Iseldiroedd gan fintai ysblennydd o farchogion, yn fandariniaid a bonedd, wedi'u gyrru yno i'w croesawu gan yr ymerawdwr. Ni lwyddwyd i sicrhau nod yr ymweliad, serch hynny.
","",""
"0f3da353-9063-4d3a-b44a-5961dfd7eb0f","China_output060_text.txt","city","char-offset:729","PLACE","http://sws.geonames.org/2038349","Beijing","","40.17382196110366","116.40643185387688","","VERIFIED","journey_nieuhof_04","","",""
"25797c23-6cbf-4630-bdc2-af7e64cf35c4","China_output060_text.txt","city","char-offset:1019","PLACE","http://sws.geonames.org/1808926","Hangzhou","","30.29365","120.16142","","VERIFIED","journey_nieuhof_04","Nigel Cliff (ed.), Marco Polo The Travels (Penguin, 2015), p. xxvi: Xingzai, or following Marco himself, Quinsai or Kinsay) = Hangzhou, former Southern Song capital. The name given here, Tien-sing-foo, not mentioned by Cliff | Wrth ddilyn taith Johan Nieuhof o Canton (Guangzhou) i Peking (Beijing), trafododd Pennant ddinas Tien-sing-foo, fel un o rai mwyaf poblog y deyrnas, yn llawn o balasau a phagodâu. Credai Nieuhof mai 'Quinsay' Marco Polo oedd y ddinas hon. Fe'i cysylltir â Hangzhou, cyn-brifddinas brenhinllin y Song Deheuol, yn Nigel Cliff (ed.), Marco Polo The Travels (Penguin, 2015), t. xxvi.","",""
"6483a97a-c747-4d78-801a-7108d0fb5c38","China_output060_text.txt","city","char-offset:1229","PLACE","http://sws.geonames.org/1808926","Hangzhou","","30.29365","120.16142","","VERIFIED","journey_nieuhof_04","Nigel Cliff (ed.), Marco Polo The Travels (Penguin, 2015), p. xxvi: Xingzai, or following Marco himself, Quinsai or Kinsay) = Hangzhou, former Southern Song capital. The name given here, Tien-sing-foo, not mentioned by Cliff | Wrth ddilyn taith Johan Nieuhof o Canton (Guangzhou) i Peking (Beijing), trafododd Pennant ddinas Tien-sing-foo, fel un o rai mwyaf poblog y deyrnas, yn llawn o balasau a phagodâu. Credai Nieuhof mai 'Quinsay' Marco Polo oedd y ddinas hon. Fe'i cysylltir â Hangzhou, cyn-brifddinas brenhinllin y Song Deheuol, yn Nigel Cliff (gol.), Marco Polo The Travels (Penguin, 2015), t. xxvi.","",""
"13e28f3d-5121-4839-b8ca-f8c89d7f8616","China_output060_text.txt","Mr. Nieuhoff","char-offset:1301","PERSON","","","","","","","","Nieuhof|Johan","","",""
"4a16964b-df99-4ed4-a8dd-98be7e0be3fc","China_output061_text.txt","Chinese Miscellany","char-offset:222","","","","","","","","","","Robert Morrison, Chinese miscellany (London, 1825) is clearly too late for TP, but there is nothing else by this title. https://discover.libraryhub.jisc.ac.uk/search?q=title%3A%20chinese%20miscellany&sort=year&rn=3. Note that the text is the same in the MS version of TP, 'China', too, so that it is not a case of an addition by DP (unless DP edited the MS version that we have, too).","",""
"2bfdfc40-4c4c-4516-913b-4f596b14cff4","China_output061_text.txt","Le Frere Attiret","char-offset:295","PERSON","","","","","","","","","Jean Denis Attiret (1702–1768) French Jesuit painter and missionary to Qing China; https://en.wikipedia.org/wiki/Jean_Denis_Attiret","",""
"119903e8-3f81-4c5c-ab61-ebde0dc67301","China_output061_text.txt","Canton","char-offset:387","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","journey_pennant coastal_01","| Y mae Canton (Guangzhou) yn ganolog i adroddiad Pennant gan mai dyma'r angorfa Ewropeaidd fwyaf blaenllaw yn Tsieina. Ceir sawl hanes am ddigwyddiadau arwyddocaol yno; e.e. carcharu Simon de Andrada (Simão de Andrade) gan yr Ymerawdwr Zhengde (teyrnasai 1505–21).","",""
"4c959a69-6a5a-4693-b65e-f09bf43b9b5a","China_output061_text.txt","Canton","char-offset:555","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","journey_pennant coastal_01","","",""
"68ef056e-436c-4216-bd89-62f17262c43e","China_output061_text.txt","Ladrone isles","char-offset:860","PLACE","","","","","","","NOT_IDENTIFIABLE","journey_pennant coastal_01","Wanshan Archipelago; 21.972073136353163, 113.77405185462086; https://en.wikipedia.org/wiki/Wanshan_Archipelago | Cyfeiriodd Pennant at Ynysoedd Ladrone a Lema ym Mae Canton (Guangzhou), fel rhai uchel a garw.","",""
"79f8a70d-be6a-49a8-bece-5225350e94eb","China_output061_text.txt","Lema","char-offset:888","PLACE","","","","","","","NOT_IDENTIFIABLE","journey_pennant coastal_01","https://mapcarta.com/15973438; 22.03616231682759, 114.20334936514668 | Cyfeiriodd Pennant at Ynysoedd Ladrone a Lema ym Mae Canton (Guangzhou), fel rhai uchel a garw.","",""
"9e3248c1-1c8c-47a2-82d5-b62529800d95","China_output061_text.txt","Canton","char-offset:911","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","journey_pennant coastal_01","","",""
"12b0b4e6-6d5a-422b-8bc5-bb4f70531de6","China_output061_text.txt","Asses ears","char-offset:960","PLACE","","","","","","","NOT_IDENTIFIABLE","journey_pennant coastal_01","Jiapeng Liedao, Kaipong Islands [Cantonese pronounciation of Chinese name] or Ky-poong, islands of coast of Guangdong, https://en.wikipedia.org/wiki/Jiapeng_Liedao; 21.925922307659246, 114.01058639331144 |Yr oedd Ynysoedd Jiapeng Liedao wedi'u henwi ar
ôl dau fryncyn a ymdebygai i siâp clustiau mul; dyma'r enw a ddarparodd Pennant.","",""
"d44082d7-bd9e-4401-9534-dcacafe296cd","China_output061_text.txt","Piedra Biancas","char-offset:1023","PLACE","","","","","","","NOT_IDENTIFIABLE","journey_pennant coastal_01","","",""
"130bd6bf-5bc9-4db4-a5c2-2270aab4ee54","China_output061_text.txt","Foo-tchien","char-offset:1139","PLACE","http://sws.geonames.org/1811017","Fujian","","26.077695295660753","117.97191787355453","","VERIFIED","journey_pennant coastal_01|province","| Talaith fynyddig lle ffurfiwyd amffitheatrau a therasau ar gyfer plannu reis, gan gludo dŵr at y cnwd drwy beipiau o fambŵ. Du Halde oedd ffynhonnell Pennant, meddai.","",""
"da1eecd4-64b8-4efb-9261-7c9012891354","China_output061_text.txt","Quang-tung","char-offset:1177","PLACE","http://sws.geonames.org/1809935","Guangdong","","23.355391782924208","113.42101251293693","","VERIFIED","journey_pennant coastal_01|province","Quang-tung = Guangdong | Y dalaith i'r de o Foo-tchien (Fujian).","",""
"8ed92fd5-5882-419a-b22d-7cd744b93a34","China_output061_text.txt","Du Halde","char-offset:1448","PERSON","","","","","","","","Du Halde","","",""
"e7ca9361-dcbe-485f-8621-529450696f87","China_output062_text.txt","China","char-offset:493","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"40b605af-72e5-453d-944c-185b76eaadd9","China_output062_text.txt","Bengal","char-offset:788","PLACE","http://geo-kima.org/place/10786","Bengal (India)","","","","","UNVERIFIED","","","",""
"113af531-75b5-4c1b-bdc4-c40e9dab71ea","China_output062_text.txt","Hyamen","char-offset:797","PLACE","http://geo-kima.org/place/10041","Xiamen (Xiamen Shi, China)","","","","","VERIFIED","journey_pennant coastal_01","https://www.britannica.com/place/Xiamen | Porthladd mewn bae dwfn, yng nghysgod Ynys A-mwy(Xiamen). Gw. <https://www.britannica.com/place/Xiamen>.","",""
"7ad3e5d1-7b18-4f91-8649-4b69e70861fd","China_output062_text.txt","port of A-mwy","char-offset:812","PLACE","http://sws.geonames.org/1790645","Xiamen","","24.47979","118.08187","","VERIFIED","journey_pennant coastal_01","","",""
"61dda076-7ed5-4998-9ede-cfdc211ffd4d","China_output062_text.txt","A-mwy","char-offset:820","PLACE","http://sws.geonames.org/1790645","Xiamen","","24.47979","118.08187","","VERIFIED","","24.460710868862822, 118.13495158917098; information about historical names here: https://www.britannica.com/place/Xiamen| Enw arall am 'Hyamen' oedd porthladd A-mwy, meddai Pennant.|24.460710868862822, 118.13495158917098; information about historical names here: https://www.britannica.com/place/Xiamen| Enw arall am 'Hyamen' oedd porthladd A-mwy, meddai Pennant.","",""
"b7e12d37-f8a8-4c63-9ed3-029d998e73f2","China_output062_text.txt","isle of A-mwy","char-offset:901","PLACE","","","","","","","NOT_IDENTIFIABLE","journey_pennant coastal_01","24.460710868862822, 118.13495158917098; information about historical names here: https://www.britannica.com/place/Xiamen | Ceir sawl enw ar yr ynys hon yn Harbwr Xiamen (cilfach i Gulfor Taiwan), gan gynnwys yr un arferedig 'Amoy' a'r enw cyfredol 'Xiamen'. Disgrifiodd Pennant hi fel ynys wastad a chorslyd, ac arni warchodlu o chwe neu saith mil o ddynion. Adroddodd hefyd hanes ymosodiad arni gan Iseldirwyr yn 1645 a sut y'u trechwyd gan y Tsieineaid. Gw. https://www.britannica.com/place/Xiamen.","",""
"8453b4f7-50e6-43a9-a4f2-636cde039084","China_output063_text.txt","isle of A-mwy","char-offset:7","PLACE","http://sws.geonames.org/1790645","Xiamen","","24.47979","118.08187","","VERIFIED","journey_pennant coastal_01","","",""
"078b1f22-e863-4164-9aa7-d134ccb20e07","China_output063_text.txt","Loggan-stone","char-offset:175","","","","","","","","","","https://en.wikipedia.org/wiki/Logan_Rock","",""
"39ab45a8-06a4-47b7-af0d-70da74eb2a44","China_output063_text.txt","Hamilton","char-offset:189","PERSON","","","","","","","","","","",""
"18a3f369-569e-4027-ae7d-217e9d19a1b3","China_output063_text.txt","Cachemire","char-offset:251","PLACE","http://sws.geonames.org/1269320","Kashmir","","33.76116551731935","76.5990245974862","","VERIFIED","","","",""
"08a6a106-8251-455f-88e9-5b925147877c","China_output063_text.txt","Formosa","char-offset:387","PLACE","http://sws.geonames.org/1668284","Taiwan","","23.753425208799424","120.9636876493407","","VERIFIED","","","",""
"657f00af-a5fc-4da6-9308-b7ef8115737d","China_output063_text.txt","Foo-tchien","char-offset:459","PLACE","http://sws.geonames.org/1811017","Fujian","","26.077695295660753","117.97191787355453","","VERIFIED","","","",""
"90df1dc1-6dfc-4ed9-a3bc-21087db2b2a2","China_output063_text.txt","Kang-Hi","char-offset:1158","PERSON","","","","","","","","Kangxi Emperor","Kangxi Emperor, reigned 1661-1722; https://en.wikipedia.org/wiki/Kangxi_Emperor
","",""
"c23153b7-dad7-4159-b272-e3d49b0b0ec4","China_output063_text.txt","Coxinga","char-offset:1196","PERSON","","","","","","","","Koxinga","","",""
"7ece325b-435b-4eda-97ac-ff0cbdda4cf0","China_output063_text.txt","China","char-offset:1267","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"7bc52f01-cd2c-46e9-87aa-28f6f282e2f4","China_output063_text.txt","Quang-tung","char-offset:1317","PLACE","http://sws.geonames.org/1809935","Guangdong","","23.355391782924208","113.42101251293693","","VERIFIED","","","",""
"089df622-fcb8-405d-bcbf-059297bf7fa3","China_output063_text.txt","Foo-tchien","char-offset:1332","PLACE","http://sws.geonames.org/1811017","Fujian","","26.077695295660753","117.97191787355453","","VERIFIED","","","",""
"031eef21-49a9-411a-a701-555aef6c61e1","China_output063_text.txt","Kang-hi,","char-offset:1413","PERSON","","","","","","","","Kangxi Emperor","","",""
"6dfee29f-9b50-486a-aece-baf83b59656b","China_output063_text.txt","Formosa","char-offset:1467","PLACE","http://sws.geonames.org/1668284","Taiwan","","23.753425208799424","120.9636876493407","","VERIFIED","","","",""
"745eacc1-090a-4938-b3de-2097065b5416","China_output063_text.txt","young descendant of Coxinga","char-offset:1482","PERSON","","","","","","","","","Koxinga's son Zheng Jing (1642-1681), ruler of Kingdom of Tungning, Taiwan; https://en.wikipedia.org/wiki/Zheng_Jing; but this may refer to Koxinga's grandson, Zheng Keshuang https://en.wikipedia.org/wiki/Zheng_Keshuang","",""
"ec5fef23-a328-4ffd-84d7-084efd9871bc","China_output063_text.txt","Coxinga","char-offset:1502","PERSON","","","","","","","","Koxinga","","",""
"b2dea5c1-afad-4362-8f99-528225c9341f","China_output063_text.txt","island","char-offset:1559","PLACE","http://sws.geonames.org/1668284","Taiwan","","23.753425208799424","120.9636876493407","","VERIFIED","","","",""
"7cc2ca86-e075-4c2c-8e49-721af441398b","China_output063_text.txt","Japan","char-offset:1616","PLACE","http://sws.geonames.org/1861060","Japan","","37.56741004797496","137.99463874474714","","UNVERIFIED","","","",""
"0959fda0-c958-43d7-99f6-a6f097f85344","China_output064_text.txt","China","char-offset:124","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"17896d55-9e1a-4aaa-aad0-95c6f149afb5","China_output064_text.txt","Formosa","char-offset:146","PLACE","http://sws.geonames.org/1668284","Taiwan","","23.753425208799424","120.9636876493407","","VERIFIED","journey_pennant coastal_01","Formosa = Taiwan | Rhoddodd Pennant ddisgrifiad manwl o leoliad daearyddol Ynys Formosa (Taiwan), oddi ar arfordir talaith Foo-tchien (Fujian), ei hamgrymedd yn wynebu'r arfordir a Throfan y Cranc yn ei rhannu bron yn ddau hanner cyfartal. Ei hyd oedd naw deg lîg, a'i lled ar y lletaf tua thri deg lîg. At hyn, cynigiodd wybodaeth hanesyddol ac ethnograffig: yr oedd yn rhyfeddol, meddai, na wyddai'r Tsieineaid am ei bodolaeth hyd 1430; yn ddiweddarach cryfhawyd y cysylltiad drwy oresgyniad y cadfridog Coxinga (Koxinga; 1624–62), a'i gorchfygodd a'i meddiannu nid ar ran yr Ymerawdwr Kangh-Hi (Kangxi; 1654–1722) ond er mwyn ei rheoli ei hun. Yn 1683, daeth rhannau ohoni i feddiant Kangxi. Erbyn cyfnod ysgrifennu adroddiad Pennant, ymddengys bod cymysgedd o Tsieineaid a brodorion yn byw ar yr ynys, y Tsieineaid yn y gorllewin a'r brodorion yn y dwyrain a'r de. Rhoddodd Pennant ddisgrifiad o ymddangosiad corfforol y bobl frodorol ac o'u harferion a'u gwisg.","",""
"a55801b0-d84f-49c0-8648-59f55a73c9f7","China_output064_text.txt","Ta-wan","char-offset:212","PLACE","http://sws.geonames.org/1668355","Tainan","","22.99083","120.21333","","VERIFIED","journey_pennant coastal_01","Tainan was the capital city for 200 years under Ming general Koxinga and Qing dynasty. Established by Dutch East India Company; see <https://en.wikipedia.org/wiki/Tainan>. | Nododd Pennant berthynas harbwr arwyddocaol Ta-wan (Tainan) â phresenoldeb yr Iseldirwyr yn Formosa (Taiwan), a'i fod yn agos at brifddinas Taiwan, o'r un enw. Sefydlwyd Tainan gan Gwmni India'r Dwyrain yr Iseldiroedd a hi oedd y brifddinas am ddau gan mlynedd o dan y cadfridog Ming, Koxinga, a'r ymerodraeth Qing yn ddiweddarach. Gw. https://en.wikipedia.org/wiki/Tainan.","",""
"e95eb9e2-4f44-4acc-8134-bd3d7ef9e916","China_output064_text.txt","capital city of the same name","char-offset:290","PLACE","http://sws.geonames.org/1668355","Tainan","","22.99083","120.21333","","VERIFIED","journey_pennant coastal_01","capital city of Taiwan in this period omit this welsh note Ger Ta-wan, sef prif borthladd Formosa (Taiwan), lleolid prifddinas yr ynys yn y cyfnod hwn, hefyd o'r enw Ta-wan.","",""
"c6b78135-64ed-4902-9fdc-9afe8252b481","China_output064_text.txt","China","char-offset:664","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"8f82d7cd-2d14-4f42-85ce-15593b4a1d78","China_output064_text.txt","island","char-offset:698","PLACE","http://sws.geonames.org/1668284","Taiwan","","23.753425208799424","120.9636876493407","","VERIFIED","journey_pennant coastal_01","the island = Formosa. OMIT WELSH NOTE Cyfeiriad arall at ynys Formosa (Taiwan), lle disgrifir y bobl honedig farbaraidd oedd yn byw yno pan feddiannwyd hi gan yr Iseldirwyr.","",""
"16018895-53ed-4bcb-91cc-3f1f29981559","China_output064_text.txt","Formosa","char-offset:961","PLACE","http://sws.geonames.org/1668284","Taiwan","","23.753425208799424","120.9636876493407","","VERIFIED","journey_pennant coastal_01","Formosa = Taiwan | Rhoddodd Pennant ddisgrifiad manwl o leoliad daearyddol Ynys Formosa (Taiwan), oddi ar arfordir talaith Foo-tchien (Fujian), ei hamgrymedd yn wynebu'r arfordir a Throfan y Cranc yn ei rhannu bron yn ddau hanner cyfartal. Ei hyd oedd naw deg lîg, a'i lled ar y lletaf tua thri deg lîg. At hyn, cynigiodd wybodaeth hanesyddol ac ethnograffig: yr oedd yn rhyfeddol, meddai, na wyddai'r Tsieineaid am ei bodolaeth hyd 1430; yn ddiweddarach cryfhawyd y cysylltiad drwy oresgyniad y cadfridog Coxinga (Koxinga; 1624–62), a'i gorchfygodd a'i meddiannu nid ar ran yr Ymerawdwr Kangh-Hi (Kangxi; 1654–1722) ond er mwyn ei rheoli ei hun. Yn 1683, daeth rhannau ohoni i feddiant Kangxi. Erbyn cyfnod ysgrifennu adroddiad Pennant, ymddengys bod cymysgedd o Tsieineaid a brodorion yn byw ar yr ynys, y Tsieineaid yn y gorllewin a'r brodorion yn y dwyrain a'r de. Rhoddodd Pennant ddisgrifiad o ymddangosiad corfforol y bobl frodorol ac o'u harferion a'u gwisg.","",""
"87fb533e-7693-4770-b098-0c4e43a0b7c5","China_output064_text.txt","island","char-offset:975","PLACE","http://sws.geonames.org/1668284","Taiwan","","23.753425208799424","120.9636876493407","","VERIFIED","journey_pennant coastal_01","the island = Formosa. OMIT WELSH NOTE Cyfeiriad arall at ynys Formosa (Taiwan), lle disgrifir y bobl honedig farbaraidd oedd yn byw yno pan feddiannwyd hi gan yr Iseldirwyr.","",""
"3266de38-6ac1-41bc-b2c3-86b283d043fc","China_output065_text.txt","island","char-offset:467","PLACE","http://sws.geonames.org/1668284","Taiwan","","23.753425208799424","120.9636876493407","","VERIFIED","journey_pennant coastal_01","","",""
"cc8db7f5-bc3c-4a24-a212-db4133592ef1","China_output065_text.txt","Formosa","char-offset:1034","PLACE","http://sws.geonames.org/1668284","Taiwan","","23.753425208799424","120.9636876493407","","VERIFIED","journey_pennant coastal_01","","",""
"337cf632-f0f2-4186-a106-c529874cf513","China_output065_text.txt","Psalmanazar","char-offset:1258","PERSON","","","","","","","","Psalmanazar|George","Georgre Psalmanazar (c.1679-1763), Frenchman who claimed to be the first Formosan (Taiwanese) native to visit Europe; published Description of Formosa (London, 1704); https://en.wikipedia.org/wiki/George_Psalmanazar; https://www.joh.cam.ac.uk/library/special_collections/early_books/psalmana.htm","",""
"20a50b71-22ea-40f3-8977-1eb7c988eb91","China_output065_text.txt","France","char-offset:1331","PLACE","http://sws.geonames.org/3017382","France","","46.557575440537526","2.5522572848112075","","VERIFIED","","","",""
"f17acc09-3f6b-4d30-b65f-8e7a5bb5ccd6","China_output065_text.txt","Europe","char-offset:1430","PLACE","http://sws.geonames.org/6255148","Europe","","55.83114375381915","28.222024818160893","","VERIFIED","","","",""
"a0ff77d3-2eee-4fe8-8982-81812fd45f13","China_output065_text.txt","Sluys","char-offset:1633","PLACE","http://sws.geonames.org/2747117","Sluis","","51.30833","3.38611","","VERIFIED","","","",""
"31a5d632-2553-4a6e-a3ea-9099721185b9","China_output065_text.txt","Innes","char-offset:1694","PERSON","","","","","","","","Inn|Alexander","Alexander Innes, military chaplain; https://www.theage.com.au/national/the-man-from-formosa-a-lesson-in-reinvention-20030317-gdvdvb.html","",""
"d90ecacf-8263-4744-bdad-0acfc9162867","China_output066_text.txt","England","char-offset:105","PLACE","http://geo-kima.org/place/12708","England","","","","","VERIFIED","","","",""
"bb9ad8d5-ef27-40b3-8614-bdd464151926","China_output066_text.txt","Innes","char-offset:114","PERSON","","","","","","","","Innes|Alexander","","",""
"8f65130e-ede5-4b7b-9826-623f443496ab","China_output066_text.txt","Psalmanazar","char-offset:214","PERSON","","","","","","","","Psalmanazar|George","","",""
"aaf49fe0-bcc5-4513-bd6f-7689cb28ef40","China_output066_text.txt","Innes","char-offset:308","PERSON","","","","","","","","Innes|Alexander","","",""
"2865604d-ca02-4b3b-90d5-f6b30b87634c","China_output066_text.txt","Sluys","char-offset:367","PLACE","http://sws.geonames.org/2747117","Sluis","","51.30833","3.38611","","VERIFIED","","","",""
"c2983c28-6a58-4a1c-a05d-954aaf9dc6d4","China_output066_text.txt","Innes","char-offset:390","PERSON","","","","","","","","Innes|Alexander","","",""
"6ad57775-5a83-4fa5-9ee3-39059cc90d94","China_output066_text.txt","Compton","char-offset:437","PERSON","","","","","","","","","Henry Compton (1632-1713), bishop of London 1675-1713; https://en.wikipedia.org/wiki/Henry_Compton_(bishop)
","",""
"6f371393-0379-47c8-bc8f-97767d83c800","China_output066_text.txt","London","char-offset:460","PLACE","http://sws.geonames.org/2643743","London","","51.50853","-0.12574","","VERIFIED","","","",""
"9b256497-73cd-4aab-a9db-6ec365edaabb","China_output066_text.txt","capital","char-offset:504","PLACE","http://sws.geonames.org/2643743","London","","51.50853","-0.12574","","VERIFIED","","","",""
"9366991c-73f8-4471-97c9-45946ec6e22a","China_output066_text.txt","Psalmanazar","char-offset:578","PERSON","","","","","","","","Psalmanazar|George","","",""
"51058171-5b12-470c-9a1f-f5550faa5d5f","China_output066_text.txt","Formosa","char-offset:708","PLACE","http://sws.geonames.org/1668284","Taiwan","","23.753425208799424","120.9636876493407","","VERIFIED","","","",""
"40f18db6-d130-4ced-82da-028d80a2fb15","China_output066_text.txt","Japan","char-offset:751","PLACE","http://sws.geonames.org/1861060","Japan","","37.56741004797496","137.99463874474714","","VERIFIED","","","",""
"87161d43-a864-42ab-aeb3-40464cc6f853","China_output066_text.txt","second edition","char-offset:909","","","","","","","","","","George Psalmanazar, An historical and geographical description of Formosa (London: Printed for Mat. Wotton, [etc], 1705); https://discover.libraryhub.jisc.ac.uk/search?q=author%3A%20psalmanazar%2C%20george&sort=year&rn=12
","",""
"254bc9a4-c0a9-4cf8-97d9-2d718cfdc8f4","China_output066_text.txt","Innes","char-offset:925","PERSON","","","","","","","","Innes|Alexander","","",""
"66e6f929-915d-4607-952f-ddffac50ee27","China_output066_text.txt","Psalmanazar","char-offset:1018","PERSON","","","","","","","","Psalmanazar|George","","",""
"12174250-5226-4deb-b116-2efca8457096","China_output066_text.txt","published","char-offset:1346","","","","","","","","","Psalmanazar|George","Memoirs of ****: commony known by the name of George Psalmanazar, a reputed native of Formosa / written by himself in order to be published after his death; containing an account of his education, travels, adventures, connections, literary productions, and pretended conversion from ehathenism to Christianity, which last proved the occasion for his being brought over into this Kingdom, and passing for a proselyte, and a member of the Church of England (London: Printed for the executrix, 1764)
","",""
"6d507a72-cd30-46e5-8d56-d8e77b2af482","China_output066_text.txt","Gentleman's Magazine*","char-offset:1618","","","","","","","","","","'Account of the Life of George Psalmanazar', in Gentleman's Magazine (January 1765), XXXV, 9-14; list of his works on 13-14 <https://books.google.com.au/books?id=-nLPAAAAMAAJ&printsec=frontcover#v=onepage&q=psalmanazar&f=false>
","",""
"13fc5a5b-572c-441a-a966-7b955a6a795b","China_output067_text.txt","Pong-ho","char-offset:127","PLACE","http://maps.cga.harvard.edu/tgaz/placename/hvd_40361","Penghu Ting","1727/1894","23.57134","119.57707","","VERIFIED","","https://en.wikipedia.org/wiki/Penghu; James Playfair, A System of Geography, Ancient and Modern: In 6 Volumes (Edinburgh, 1813), vol. 5, p. 708 <https://books.google.co.uk/books?id=Bo9BAAAAcAAJ&pg=PA708&lpg=PA708&dq=isles+of+pong-ho&source=bl&ots=P6mydSWW_H&sig=ACfU3U1WmAmbsLSneCz-i2A77ZD2xU-5Bw&hl=en&sa=X&ved=2ahUKEwj35Of92vf3AhWFh1wKHcaEDKUQ6AF6BAgCEAM#v=onepage&q=isles%20of%20pong-ho&f=false>| Ffurfiai ynysoedd caregog a thywodlyd Pong-ho (Penghu Ting) archipelago oddi ar arfordir Formosa (Taiwan) meddai Pennant ac, er nad oedd arnynt unrhyw adnoddau naturiol o werth, yr oedd eu porthladd yn hanfodol bwysig i Taiwan. Adeiladodd yr Iseldirwyr gaer wrth y fynedfa iddo, a adwaenid gan y Tsieineaid fel 'caer y Gwallt coch' ('fort of the Red Hairs'; Hóngmáochéng).","",""
"17401d19-e05c-4b16-9bd4-544a5750c6d1","China_output067_text.txt","Formosa","char-offset:180","PLACE","http://sws.geonames.org/1668284","Taiwan","","23.753425208799424","120.9636876493407","","VERIFIED","","","",""
"a0ba280a-5f28-4aaf-8f09-dae5cb1031d3","China_output067_text.txt","Formosa","char-offset:332","PLACE","http://sws.geonames.org/1668284","Taiwan","","23.753425208799424","120.9636876493407","","VERIFIED","","","",""
"f17bacfa-e0ff-452e-865d-6b80ca5171e9","China_output067_text.txt","Formosa","char-offset:448","PLACE","http://sws.geonames.org/1668284","Taiwan","","23.753425208799424","120.9636876493407","","VERIFIED","","","",""
"adb5d734-0f8d-4cc0-b73d-e7dc954cd7d7","China_output067_text.txt","nothing except the name remains","char-offset:601","","","","","","","","","","Parts of this section appear to be verbatim from Playfair (1813), op. cit. <https://books.google.co.uk/books?id=Bo9BAAAAcAAJ&pg=PA708&lpg=PA708&dq=isles+of+pong-ho&source=bl&ots=P6mydSWW_H&sig=ACfU3U1WmAmbsLSneCz-i2A77ZD2xU-5Bw&hl=en&sa=X&ved=2ahUKEwj35Of92vf3AhWFh1wKHcaEDKUQ6AF6BAgCEAM#v=onepage&q=isles%20of%20pong-ho&f=false>, but since there is no question of Playfair preceding Pennant, the borrowing is probably in the other direction (i.e. Playfair taking Pennant's text verbatim)
","",""
"9429752e-21d5-4add-992c-73fbe007ef36","China_output067_text.txt","fort of the Red hairs","char-offset:673","PLACE","","","","","","","UNVERIFIED","","25.1754010624035, 121.43305508222194; Hóngmáochéng in Pinyin; https://en.wikipedia.org/wiki/Fort_Santo_Domingo
","",""
"6d808975-d8b4-42ed-90cf-433628310ba7","China_output067_text.txt","Coxinga","char-offset:714","PERSON","","","","","","","","Koxinga","","",""
"f3834490-56f4-4ec7-ad77-afa78fdb1cc6","China_output067_text.txt","Tche-Tchiang","char-offset:809","PLACE","http://sws.geonames.org/1806260","Jiangsu","","32.97856448873052","119.44180791487143","","VERIFIED","","https://en.wikipedia.org/wiki/Jiangnan_Province. Existed during early Qing dynasty but thenDivided into Jiangsu and Anhui during Kangxi and Qianlong Emperors' time (16 54–17, 22; 17 36–95) and now doesn't exist. Have chosen Jiangsu as represenatative province on geonames, but the geographical area won't correspond to the historical footprint of Jiangnan (also romanized as Kiangnan) province.","",""
"b5272589-8f5a-4d77-b960-8a2f2cb92313","China_output067_text.txt","China","char-offset:854","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"3f9fa6e0-d126-4c64-9efa-f8ca40af4a55","China_output067_text.txt","Foo-tchien","char-offset:865","PLACE","http://sws.geonames.org/1811017","Fujian","","26.077695295660753","117.97191787355453","","VERIFIED","","","",""
"01225f67-2bb5-4c18-ade2-5ad0b8615059","China_output067_text.txt","Kyang-nan","char-offset:1515","PLACE","http://sws.geonames.org/1784764","Zhejiang","","29.177451288392167","120.07441037506396","","VERIFIED","","Atlas général de la Chine, de la Tartarie chinoise, et du Tibet : pour servir aux différentes descriptions et histoires de cet empire <https://www.loc.gov/resource/g7820m.gct00075/?sp=7&r=-0.375,0.034,1.549,1.21,0> gives historical image, naming surrounding provinces. Difficult to map them all, but the context (and some of the evidence) suggests Zhegiang, although the relationship with the name is not clear.","",""
